index;GROUP;CODE;NAME;YEAR;DISEASE;DENOMINATOR;INCIDENCE_RATE
28152;WHO Regions;afr;African Region;2000;RUBELLA;per 1,000,000 total population;16,5
28153;WHO Regions;afr;African Region;2000;TTETANUS;per 1,000,000 total population;12,9
28154;WHO Regions;afr;African Region;2000;MUMPS;per 1,000,000 total population;819,7
28155;WHO Regions;afr;African Region;2000;CRS;per 10,000 live births;0,0
28175;WHO Regions;amr;Region of the Americas;2000;YFEVER;per 1,000,000 total population;0,1
28176;WHO Regions;amr;Region of the Americas;2000;CRS;per 10,000 live births;0,1
28177;WHO Regions;amr;Region of the Americas;2000;MUMPS;per 1,000,000 total population;85,0
28178;WHO Regions;amr;Region of the Americas;2000;NTETANUS;per 1000 live births;0,1
28179;WHO Regions;amr;Region of the Americas;2000;MEASLES;per 1,000,000 total population;2,1
28180;WHO Regions;amr;Region of the Americas;2000;RUBELLA;per 1,000,000 total population;52,0
28181;WHO Regions;amr;Region of the Americas;2000;DIPHTHERIA;per 1,000,000 total population;0,1
28182;WHO Regions;amr;Region of the Americas;2000;PERTUSSIS;per 1,000,000 total population;22,8
28183;WHO Regions;amr;Region of the Americas;2000;TTETANUS;per 1,000,000 total population;2,1
28184;WHO Regions;amr;Region of the Americas;2000;POLIO;per 1,000,000 <15 population;0,1
28659;WHO Regions;emr;Eastern Mediterranean Region;2000;RUBELLA;per 1,000,000 total population;16,3
28660;WHO Regions;emr;Eastern Mediterranean Region;2000;NTETANUS;per 1000 live births;0,2
28661;WHO Regions;emr;Eastern Mediterranean Region;2000;TTETANUS;per 1,000,000 total population;6,1
28662;WHO Regions;emr;Eastern Mediterranean Region;2000;PERTUSSIS;per 1,000,000 total population;5,0
28663;WHO Regions;emr;Eastern Mediterranean Region;2000;MUMPS;per 1,000,000 total population;343,4
28664;WHO Regions;emr;Eastern Mediterranean Region;2000;YFEVER;per 1,000,000 total population;0,0
28665;WHO Regions;emr;Eastern Mediterranean Region;2000;DIPHTHERIA;per 1,000,000 total population;0,4
28666;WHO Regions;emr;Eastern Mediterranean Region;2000;POLIO;per 1,000,000 <15 population;2,7
28667;WHO Regions;emr;Eastern Mediterranean Region;2000;CRS;per 10,000 live births;0,0
28668;WHO Regions;emr;Eastern Mediterranean Region;2000;MEASLES;per 1,000,000 total population;89,6
28709;WHO Regions;eur;European Region;2000;NTETANUS;per 1000 live births;0,0
28710;WHO Regions;eur;European Region;2000;POLIO;per 1,000,000 <15 population;0,0
28711;WHO Regions;eur;European Region;2000;RUBELLA;per 1,000,000 total population;993,0
28712;WHO Regions;eur;European Region;2000;MEASLES;per 1,000,000 total population;50,0
28713;WHO Regions;eur;European Region;2000;CRS;per 10,000 live births;0,1
28714;WHO Regions;eur;European Region;2000;YFEVER;per 1,000,000 total population;0,0
28715;WHO Regions;eur;European Region;2000;DIPHTHERIA;per 1,000,000 total population;1,9
28716;WHO Regions;eur;European Region;2000;TTETANUS;per 1,000,000 total population;0,5
28717;WHO Regions;eur;European Region;2000;MUMPS;per 1,000,000 total population;364,0
28718;WHO Regions;eur;European Region;2000;PERTUSSIS;per 1,000,000 total population;77,0
29619;WHO Regions;sear;South-East Asia Region;2000;MUMPS;per 1,000,000 total population;114,1
29620;WHO Regions;sear;South-East Asia Region;2000;PERTUSSIS;per 1,000,000 total population;24,5
29621;WHO Regions;sear;South-East Asia Region;2000;POLIO;per 1,000,000 <15 population;1,1
29622;WHO Regions;sear;South-East Asia Region;2000;CRS;per 10,000 live births;0,7
29623;WHO Regions;sear;South-East Asia Region;2000;RUBELLA;per 1,000,000 total population;14,2
29624;WHO Regions;sear;South-East Asia Region;2000;MEASLES;per 1,000,000 total population;50,7
29625;WHO Regions;sear;South-East Asia Region;2000;TTETANUS;per 1,000,000 total population;7,5
29626;WHO Regions;sear;South-East Asia Region;2000;NTETANUS;per 1000 live births;0,1
29627;WHO Regions;sear;South-East Asia Region;2000;DIPHTHERIA;per 1,000,000 total population;3,5
29628;WHO Regions;sear;South-East Asia Region;2000;YFEVER;per 1,000,000 total population;0,0
29994;WHO Regions;wpr;Western Pacific Region;2000;NTETANUS;per 1000 live births;0,2
29995;WHO Regions;wpr;Western Pacific Region;2000;CRS;per 10,000 live births;0,0
29996;WHO Regions;wpr;Western Pacific Region;2000;PERTUSSIS;per 1,000,000 total population;14,9
29997;WHO Regions;wpr;Western Pacific Region;2000;MEASLES;per 1,000,000 total population;104,1
29998;WHO Regions;wpr;Western Pacific Region;2000;MUMPS;per 1,000,000 total population;697,6
29999;WHO Regions;wpr;Western Pacific Region;2000;TTETANUS;per 1,000,000 total population;4,9
30000;WHO Regions;wpr;Western Pacific Region;2000;RUBELLA;per 1,000,000 total population;26,7
30001;WHO Regions;wpr;Western Pacific Region;2000;POLIO;per 1,000,000 <15 population;0,0
30002;WHO Regions;wpr;Western Pacific Region;2000;DIPHTHERIA;per 1,000,000 total population;0,1
30003;WHO Regions;wpr;Western Pacific Region;2000;YFEVER;per 1,000,000 total population;0,0
30064;WHO Regions;afr;African Region;2001;TTETANUS;per 1,000,000 total population;15,5
30065;WHO Regions;afr;African Region;2001;PERTUSSIS;per 1,000,000 total population;96,5
30066;WHO Regions;afr;African Region;2001;MEASLES;per 1,000,000 total population;741,3
30067;WHO Regions;afr;African Region;2001;NTETANUS;per 1000 live births;0,2
30068;WHO Regions;afr;African Region;2001;RUBELLA;per 1,000,000 total population;21,0
30069;WHO Regions;afr;African Region;2001;YFEVER;per 1,000,000 total population;1,1
30070;WHO Regions;afr;African Region;2001;MUMPS;per 1,000,000 total population;365,5
30071;WHO Regions;afr;African Region;2001;DIPHTHERIA;per 1,000,000 total population;6,3
30072;WHO Regions;afr;African Region;2001;CRS;per 10,000 live births;0,0
30073;WHO Regions;afr;African Region;2001;POLIO;per 1,000,000 <15 population;0,2
30094;WHO Regions;amr;Region of the Americas;2001;PERTUSSIS;per 1,000,000 total population;18,0
30095;WHO Regions;amr;Region of the Americas;2001;TTETANUS;per 1,000,000 total population;1,9
30096;WHO Regions;amr;Region of the Americas;2001;POLIO;per 1,000,000 <15 population;0,0
30097;WHO Regions;amr;Region of the Americas;2001;MEASLES;per 1,000,000 total population;0,7
30098;WHO Regions;amr;Region of the Americas;2001;YFEVER;per 1,000,000 total population;0,1
30099;WHO Regions;amr;Region of the Americas;2001;DIPHTHERIA;per 1,000,000 total population;0,1
30100;WHO Regions;amr;Region of the Americas;2001;RUBELLA;per 1,000,000 total population;30,8
30101;WHO Regions;amr;Region of the Americas;2001;CRS;per 10,000 live births;0,0
30102;WHO Regions;amr;Region of the Americas;2001;NTETANUS;per 1000 live births;0,1
30103;WHO Regions;amr;Region of the Americas;2001;MUMPS;per 1,000,000 total population;62,0
30594;WHO Regions;emr;Eastern Mediterranean Region;2001;NTETANUS;per 1000 live births;0,1
30595;WHO Regions;emr;Eastern Mediterranean Region;2001;MEASLES;per 1,000,000 total population;85,2
30596;WHO Regions;emr;Eastern Mediterranean Region;2001;MUMPS;per 1,000,000 total population;230,2
30597;WHO Regions;emr;Eastern Mediterranean Region;2001;YFEVER;per 1,000,000 total population;0,0
30598;WHO Regions;emr;Eastern Mediterranean Region;2001;CRS;per 10,000 live births;0,0
30599;WHO Regions;emr;Eastern Mediterranean Region;2001;RUBELLA;per 1,000,000 total population;8,1
30600;WHO Regions;emr;Eastern Mediterranean Region;2001;PERTUSSIS;per 1,000,000 total population;9,8
30601;WHO Regions;emr;Eastern Mediterranean Region;2001;TTETANUS;per 1,000,000 total population;5,3
30602;WHO Regions;emr;Eastern Mediterranean Region;2001;POLIO;per 1,000,000 <15 population;0,8
30603;WHO Regions;emr;Eastern Mediterranean Region;2001;DIPHTHERIA;per 1,000,000 total population;0,2
30636;WHO Regions;eur;European Region;2001;PERTUSSIS;per 1,000,000 total population;52,1
30637;WHO Regions;eur;European Region;2001;MUMPS;per 1,000,000 total population;305,7
30638;WHO Regions;eur;European Region;2001;DIPHTHERIA;per 1,000,000 total population;2,0
30639;WHO Regions;eur;European Region;2001;NTETANUS;per 1000 live births;0,0
30640;WHO Regions;eur;European Region;2001;RUBELLA;per 1,000,000 total population;1532,0
30641;WHO Regions;eur;European Region;2001;POLIO;per 1,000,000 <15 population;0,0
30642;WHO Regions;eur;European Region;2001;CRS;per 10,000 live births;0,0
30643;WHO Regions;eur;European Region;2001;MEASLES;per 1,000,000 total population;86,0
30644;WHO Regions;eur;European Region;2001;YFEVER;per 1,000,000 total population;0,0
30645;WHO Regions;eur;European Region;2001;TTETANUS;per 1,000,000 total population;0,5
31529;WHO Regions;sear;South-East Asia Region;2001;MUMPS;per 1,000,000 total population;141,2
31530;WHO Regions;sear;South-East Asia Region;2001;YFEVER;per 1,000,000 total population;0,0
31531;WHO Regions;sear;South-East Asia Region;2001;POLIO;per 1,000,000 <15 population;0,5
31532;WHO Regions;sear;South-East Asia Region;2001;NTETANUS;per 1000 live births;0,1
31533;WHO Regions;sear;South-East Asia Region;2001;RUBELLA;per 1,000,000 total population;9,3
31534;WHO Regions;sear;South-East Asia Region;2001;DIPHTHERIA;per 1,000,000 total population;3,9
31535;WHO Regions;sear;South-East Asia Region;2001;TTETANUS;per 1,000,000 total population;5,9
31536;WHO Regions;sear;South-East Asia Region;2001;MEASLES;per 1,000,000 total population;51,2
31537;WHO Regions;sear;South-East Asia Region;2001;PERTUSSIS;per 1,000,000 total population;27,0
31538;WHO Regions;sear;South-East Asia Region;2001;CRS;per 10,000 live births;0,2
31900;WHO Regions;wpr;Western Pacific Region;2001;CRS;per 10,000 live births;0,0
31901;WHO Regions;wpr;Western Pacific Region;2001;NTETANUS;per 1000 live births;0,1
31902;WHO Regions;wpr;Western Pacific Region;2001;MEASLES;per 1,000,000 total population;102,3
31903;WHO Regions;wpr;Western Pacific Region;2001;PERTUSSIS;per 1,000,000 total population;18,8
31904;WHO Regions;wpr;Western Pacific Region;2001;RUBELLA;per 1,000,000 total population;25,7
31905;WHO Regions;wpr;Western Pacific Region;2001;YFEVER;per 1,000,000 total population;0,0
31906;WHO Regions;wpr;Western Pacific Region;2001;DIPHTHERIA;per 1,000,000 total population;0,3
31907;WHO Regions;wpr;Western Pacific Region;2001;TTETANUS;per 1,000,000 total population;6,8
31908;WHO Regions;wpr;Western Pacific Region;2001;POLIO;per 1,000,000 <15 population;0,0
31909;WHO Regions;wpr;Western Pacific Region;2001;MUMPS;per 1,000,000 total population;670,7
31970;WHO Regions;afr;African Region;2002;TTETANUS;per 1,000,000 total population;23,9
31971;WHO Regions;afr;African Region;2002;RUBELLA;per 1,000,000 total population;11,7
31972;WHO Regions;afr;African Region;2002;PERTUSSIS;per 1,000,000 total population;38,8
31973;WHO Regions;afr;African Region;2002;YFEVER;per 1,000,000 total population;1,4
31974;WHO Regions;afr;African Region;2002;MEASLES;per 1,000,000 total population;419,8
31975;WHO Regions;afr;African Region;2002;CRS;per 10,000 live births;0,0
31976;WHO Regions;afr;African Region;2002;DIPHTHERIA;per 1,000,000 total population;2,1
31977;WHO Regions;afr;African Region;2002;POLIO;per 1,000,000 <15 population;0,7
31978;WHO Regions;afr;African Region;2002;MUMPS;per 1,000,000 total population;130,8
31979;WHO Regions;afr;African Region;2002;NTETANUS;per 1000 live births;0,2
32000;WHO Regions;amr;Region of the Americas;2002;PERTUSSIS;per 1,000,000 total population;19,0
32001;WHO Regions;amr;Region of the Americas;2002;YFEVER;per 1,000,000 total population;0,2
32002;WHO Regions;amr;Region of the Americas;2002;NTETANUS;per 1000 live births;0,0
32003;WHO Regions;amr;Region of the Americas;2002;POLIO;per 1,000,000 <15 population;0,0
32004;WHO Regions;amr;Region of the Americas;2002;MUMPS;per 1,000,000 total population;20,5
32005;WHO Regions;amr;Region of the Americas;2002;DIPHTHERIA;per 1,000,000 total population;0,2
32006;WHO Regions;amr;Region of the Americas;2002;MEASLES;per 1,000,000 total population;3,0
32007;WHO Regions;amr;Region of the Americas;2002;CRS;per 10,000 live births;0,0
32008;WHO Regions;amr;Region of the Americas;2002;TTETANUS;per 1,000,000 total population;0,8
32009;WHO Regions;amr;Region of the Americas;2002;RUBELLA;per 1,000,000 total population;17,5
32491;WHO Regions;emr;Eastern Mediterranean Region;2002;MEASLES;per 1,000,000 total population;90,9
32492;WHO Regions;emr;Eastern Mediterranean Region;2002;TTETANUS;per 1,000,000 total population;6,6
32493;WHO Regions;emr;Eastern Mediterranean Region;2002;POLIO;per 1,000,000 <15 population;0,6
32494;WHO Regions;emr;Eastern Mediterranean Region;2002;YFEVER;per 1,000,000 total population;0,0
32495;WHO Regions;emr;Eastern Mediterranean Region;2002;PERTUSSIS;per 1,000,000 total population;6,0
32496;WHO Regions;emr;Eastern Mediterranean Region;2002;CRS;per 10,000 live births;0,0
32497;WHO Regions;emr;Eastern Mediterranean Region;2002;RUBELLA;per 1,000,000 total population;4,3
32498;WHO Regions;emr;Eastern Mediterranean Region;2002;NTETANUS;per 1000 live births;0,1
32499;WHO Regions;emr;Eastern Mediterranean Region;2002;DIPHTHERIA;per 1,000,000 total population;2,1
32500;WHO Regions;emr;Eastern Mediterranean Region;2002;MUMPS;per 1,000,000 total population;325,0
32541;WHO Regions;eur;European Region;2002;RUBELLA;per 1,000,000 total population;955,0
32542;WHO Regions;eur;European Region;2002;CRS;per 10,000 live births;0,0
32543;WHO Regions;eur;European Region;2002;DIPHTHERIA;per 1,000,000 total population;1,4
32544;WHO Regions;eur;European Region;2002;POLIO;per 1,000,000 <15 population;0,0
32545;WHO Regions;eur;European Region;2002;YFEVER;per 1,000,000 total population;0,0
32546;WHO Regions;eur;European Region;2002;PERTUSSIS;per 1,000,000 total population;35,0
32547;WHO Regions;eur;European Region;2002;MUMPS;per 1,000,000 total population;272,5
32548;WHO Regions;eur;European Region;2002;MEASLES;per 1,000,000 total population;55,6
32549;WHO Regions;eur;European Region;2002;TTETANUS;per 1,000,000 total population;0,5
32550;WHO Regions;eur;European Region;2002;NTETANUS;per 1000 live births;0,0
33487;WHO Regions;sear;South-East Asia Region;2002;JAPENC;per 1,000,000 total population;0,8
33488;WHO Regions;sear;South-East Asia Region;2002;PERTUSSIS;per 1,000,000 total population;25,8
33489;WHO Regions;sear;South-East Asia Region;2002;YFEVER;per 1,000,000 total population;0,0
33490;WHO Regions;sear;South-East Asia Region;2002;POLIO;per 1,000,000 <15 population;3,0
33491;WHO Regions;sear;South-East Asia Region;2002;DIPHTHERIA;per 1,000,000 total population;3,4
33492;WHO Regions;sear;South-East Asia Region;2002;MEASLES;per 1,000,000 total population;47,4
33493;WHO Regions;sear;South-East Asia Region;2002;MUMPS;per 1,000,000 total population;155,2
33494;WHO Regions;sear;South-East Asia Region;2002;NTETANUS;per 1000 live births;0,1
33495;WHO Regions;sear;South-East Asia Region;2002;TTETANUS;per 1,000,000 total population;8,7
33496;WHO Regions;sear;South-East Asia Region;2002;RUBELLA;per 1,000,000 total population;13,6
33497;WHO Regions;sear;South-East Asia Region;2002;CRS;per 10,000 live births;0,1
33866;WHO Regions;wpr;Western Pacific Region;2002;NTETANUS;per 1000 live births;0,1
33867;WHO Regions;wpr;Western Pacific Region;2002;DIPHTHERIA;per 1,000,000 total population;0,2
33868;WHO Regions;wpr;Western Pacific Region;2002;MUMPS;per 1,000,000 total population;1243,3
33869;WHO Regions;wpr;Western Pacific Region;2002;CRS;per 10,000 live births;0,0
33870;WHO Regions;wpr;Western Pacific Region;2002;YFEVER;per 1,000,000 total population;0,0
33871;WHO Regions;wpr;Western Pacific Region;2002;POLIO;per 1,000,000 <15 population;0,0
33872;WHO Regions;wpr;Western Pacific Region;2002;TTETANUS;per 1,000,000 total population;6,6
33873;WHO Regions;wpr;Western Pacific Region;2002;RUBELLA;per 1,000,000 total population;15,5
33874;WHO Regions;wpr;Western Pacific Region;2002;MEASLES;per 1,000,000 total population;74,9
33875;WHO Regions;wpr;Western Pacific Region;2002;PERTUSSIS;per 1,000,000 total population;17,8
33936;WHO Regions;afr;African Region;2003;RUBELLA;per 1,000,000 total population;16,2
33937;WHO Regions;afr;African Region;2003;DIPHTHERIA;per 1,000,000 total population;0,6
33938;WHO Regions;afr;African Region;2003;MUMPS;per 1,000,000 total population;172,1
33939;WHO Regions;afr;African Region;2003;TTETANUS;per 1,000,000 total population;6,8
33940;WHO Regions;afr;African Region;2003;NTETANUS;per 1000 live births;0,1
33941;WHO Regions;afr;African Region;2003;YFEVER;per 1,000,000 total population;1,2
33942;WHO Regions;afr;African Region;2003;CRS;per 10,000 live births;0,1
33943;WHO Regions;afr;African Region;2003;POLIO;per 1,000,000 <15 population;1,5
33944;WHO Regions;afr;African Region;2003;MEASLES;per 1,000,000 total population;572,1
33945;WHO Regions;afr;African Region;2003;PERTUSSIS;per 1,000,000 total population;40,8
33966;WHO Regions;amr;Region of the Americas;2003;TTETANUS;per 1,000,000 total population;1,1
33967;WHO Regions;amr;Region of the Americas;2003;CRS;per 10,000 live births;0,0
33968;WHO Regions;amr;Region of the Americas;2003;MEASLES;per 1,000,000 total population;0,1
33969;WHO Regions;amr;Region of the Americas;2003;RUBELLA;per 1,000,000 total population;1,4
33970;WHO Regions;amr;Region of the Americas;2003;POLIO;per 1,000,000 <15 population;0,0
33971;WHO Regions;amr;Region of the Americas;2003;MUMPS;per 1,000,000 total population;33,6
33972;WHO Regions;amr;Region of the Americas;2003;DIPHTHERIA;per 1,000,000 total population;0,1
33973;WHO Regions;amr;Region of the Americas;2003;NTETANUS;per 1000 live births;0,0
33974;WHO Regions;amr;Region of the Americas;2003;YFEVER;per 1,000,000 total population;0,3
